Consultant;Main_New_Gloss;D_Start_HS;N-D_Start_HS;D_End_HS;N-D_End_HS;Passive_Arm;Start;End;Session_Scene
Dana;CUP;C;B-L;C;B-L;N;2402;2468;ASL_2007_05_2410
Brady;JUGGLE;S;S;crvd-5;crvd-5;N;1846;1900;ASL_2011_06_14_Brady25
Liz;STORY-TELL;S;S;crvd-5;5-C;N;150;215;ASL_2010_08_10_Liz_additional_lexicon_signs29
Tyler;SPREAD;flat-O;flat-O;5;5;N;1980;2017;ASL_2008_05_29b6
Liz;BELT;U/H;U/H;U/H;U/H;N;921;970;ASL_2008_01_1140
Tyler;BELT;U/H;U/H;U/H;U/H;N;4125;4165;ASL_2008_05_12a25
Naomi;BELT;U/H;U/H;U/H;U/H;N;3680;3710;ASL_2008_08_0426
Brady;BELT;U/H;U/H;U/H;U/H;N;2765;2785;ASL_2011_07_22_Brady38
Brady;EIGHT-HOURS;8;5;8;5;N;4406;4434;ASL_2011_06_08_Brady6
Liz;EIGHT+HOUR;open-8;B-L;1;B-L;N;5210;5273;ASL_2010_08_10_Liz_additional_lexicon_signs16
Brady;SIX-DOLLARS;6;;6;;N;2182;2212;ASL_2011_06_08_Brady6
Liz;BLOUSE;crvd-flat-B;crvd-flat-B;crvd-flat-B;crvd-flat-B;N;1495;1535;ASL_2008_01_1147
Brady;fs-BLOUSE;B;;loose-E;;N;1185;1228;ASL_2011_06_08_Brady22
Tyler;SHORE;B;B;B;B;N;2795;2867;ASL_2008_05_12a22
Liz;BATHROBE;fanned-flat-O;fanned-flat-O;flat-O;flat-O;N;820;870;ASL_2008_01_1134
Tyler;BATH+DRESS/CLOTHES;10;10;5;5;N;784;837;ASL_2008_05_12a22
Brady;BATH+BATHROBE;A;A;flat-O;flat-O;N;3889;3934;ASL_2011_06_14_Brady2
Brady;BATH+BATHROBE;A;A;flat-O;flat-O;N;4176;4229;ASL_2011_06_14_Brady2
Liz;BATH+COAT;10;10;A;A;N;530;608;ASL_2008_01_1134
Naomi;BATH+COAT;10;10;A;A;N;947;1003;ASL_2008_08_0423
Tyler;BUCKET;crvd-B;crvd-B;crvd-B;crvd-B;N;322;350;ASL_2008_05_12a36
Brady;BUCKET;crvd-5;crvd-5;crvd-5;crvd-5;N;1197;1231;ASL_2011_06_08_Brady24
Naomi;BROTHER;L;L;L;L;N;2005;2017;ASL_2008_08_0436
Brady;BROTHER;L;L;L;L;N;14314;14336;ASL_2011_06_08_Brady23
Brady;BROTHER;L;L;L;L;N;3356;3372;ASL_2011_06_14_Brady3
Dana;BROTHER;L;L;L;L;N;490.49;549.29;ASL_2007_05_248
Brady;BROTHER;L;L;L;L;N;15482;15528;ASL_2011_06_08_Brady23
Liz;BOY_2+CORRECT;tight-C;;L;1;N;4200;4250;ASL_2010_08_10_Liz_additional_lexicon_signs1
Liz;BOY_2+CORRECT;tight-C;;1;1;N;4385;4436;ASL_2010_08_10_Liz_additional_lexicon_signs1
Tyler;BOY_2+CORRECT;A;;L;L;N;1827;1861;ASL_2008_05_12a35
Brady;BOY_2+CORRECT;A;;L;L;N;14003;14025;ASL_2011_06_08_Brady23
Lana;BOY_2+CORRECT;A;;L;L;N;626;666;ASL_2006_10_104
Liz;BOY_2+CORRECT;tight-C;;1;1;N;975;1031;ASL_2008_01_1157
Liz;BOY_2+CORRECT;tight-C;;1;1;N;3820;3880;ASL_2010_08_10_Liz_additional_lexicon_signs1
Liz;BOY_2+CORRECT;tight-C;;1;;N;4005;4055;ASL_2010_08_10_Liz_additional_lexicon_signs1
Brady;BOY_2+CORRECT;A;;1;1;N;12449;12471;ASL_2011_06_08_Brady23
Naomi;ENGINE;S;S;S;S;N;3147;3200;ASL_2008_08_0631
Tyler;PASS-OUT;crvd-sprd-B;;flat-O;;N;1565;1590;ASL_2008_05_12a28
Tyler;PASS-OUT;crvd-sprd-B;;flat-O;;N;2480;2502;ASL_2008_05_29a17
Brady;PASS-OUT;crvd-sprd-B;;flat-O;;N;6150;6165;ASL_2011_06_14_Brady15
Liz;CLOWN;fanned-flat-O;;fanned-flat-O;;N;1536;1575;ASL_2008_01_1177
Naomi;CLOWN;fanned-flat-O;;fanned-flat-O;;N;1691;1710;ASL_2008_08_0449
Brady;CLOWN;fanned-flat-O;;fanned-flat-O;;N;14961;14991;ASL_2011_06_08_Brady27
Liz;CLOSE-WINDOW;B-xd;flat-B;B-xd;flat-B;N;2400;2426;ASL_2008_01_1179
Tyler;CLOSE-WINDOW;B;B;B;B;N;880;916;ASL_2008_05_12a48
Naomi;CLOSE-WINDOW;B-L;B-L;B-L;B-L;N;935;965;ASL_2008_08_0450
Brady;CLOSE-WINDOW;B-L;B-L;B-L;B-L;N;7661;7692;ASL_2011_06_08_Brady28
Brady;CLOSE-WINDOW;bent-B;bent-B;bent-B;bent-B;N;1962;1986;ASL_2011_07_22_Brady40
Liz;COLLAR;crvd-L;crvd-L;crvd-L;crvd-L;N;525;555;ASL_2008_01_1183
Naomi;COLLAR;crvd-L;crvd-L;crvd-L;crvd-L;N;3211;3235;ASL_2008_08_0451
Brady;COLLAR;G/Q;G/Q;G/Q;G/Q;N;14289;14325;ASL_2011_06_08_Brady28
Brady;COLLAR;G/Q;G/Q;G/Q;G/Q;N;2805;2844;ASL_2011_07_22_Brady40
Liz;PRIEST;G/Q;;G/Q;;N;426;472;ASL_2008_02_1548
Tyler;PRIEST;G/Q;;G/Q;;N;2365;2400;ASL_2008_05_12a49
Brady;PRIEST;G/Q;;G/Q;;N;802;833;ASL_2011_07_19_Brady42
Liz;NECKLACE;1;1;1;1;N;1846;1906;ASL_2008_02_1516
Brady;NECKLACE;1;1;1;1;N;909;942;ASL_2011_07_22_Brady49
Tyler;NECKLACE;F/9;F/9;F/9;F/9;N;1462;1500;ASL_2008_05_29b11
Liz;NECKLACE;F/9;F/9;F/9;F/9;N;2940;2992;ASL_2008_02_1533
Brady;NECKLACE;F/9;F/9;F/9;F/9;N;2267;2317;ASL_2011_07_19_Brady28
Liz;SCREEN/FILTER;4;4;4;4;N;2905;2965;ASL_2008_02_2924
Liz;PRISON;4;5;4;5;N;3506;3535;ASL_2008_02_1548
Liz;PRISON;4;5;4;5;N;350;385;ASL_2008_02_1549
Brady;PRISON;4;4;4;4;N;105;120;ASL_2011_07_19_Brady43
Brady;PRISON;4;4;4;4;N;372;400;ASL_2011_07_19_Brady43
Brady;PRISON;4;4;4;4;N;2110;2145;ASL_2011_07_22_Brady48
Brady;FIVE-HOURS;5;B-L;5;B-L;N;2622;2649;ASL_2011_06_14_Brady19
Liz;FIVE_2+HOUR;5;B-L;1;B-L;N;4629;4713;ASL_2010_08_10_Liz_additional_lexicon_signs16
Liz;FISHING;X;X;X;X;N;451;500;ASL_2008_01_1843
Tyler;FISHING;X-over-thumb;X-over-thumb;X-over-thumb;X-over-thumb;N;296;330;ASL_2008_05_29a23
Naomi;FISHING;X-over-thumb;X-over-thumb;X-over-thumb;X-over-thumb;N;205;236;ASL_2008_08_0643
Brady;FISHING;X;X;X;X;N;1204;1230;ASL_2011_06_14_Brady19
Liz;COPY-DOWN;5;B-L;flat-O;B-L;N;1221;1250;ASL_2008_01_185
Naomi;COPY-DOWN;5;B-L;flat-O;B-L;N;2025;2055;ASL_2008_08_065
Brady;COPY-DOWN;5;B-L;flat-O;B-L;N;6508;6531;ASL_2011_06_08_Brady30
Brady;COPY-DOWN;5;B-L;flat-O;B-L;N;6418;6435;ASL_2011_06_14_Brady19
Brady;COPY-DOWN;5;5;flat-O;5;N;190;215;ASL_2011_07_22_Brady41
Brady;DEVOUR;5;;S;;N;1149;1176;ASL_2011_06_08_Brady30
Liz;(1h)EAT-UP;bent-B-L;;bent-B-L;;N;905;950;ASL_2008_01_184
Naomi;(1h)EAT-UP;bent-B-L;;bent-B-L;;N;540;567;ASL_2008_08_064
Liz;COUCH;crvd-U;U/H;crvd-U;U/H;N;1870;1925;ASL_2010_08_10_Liz_additional_lexicon_signs24
Tyler;"DCL:crvd-V""couch shaped object""";crvd-U;crvd-U;crvd-U;crvd-U;N;735;767;ASL_2008_05_12b6
Brady;"DCL:crvd-V""couch shaped object""";crvd-U;crvd-U;crvd-U;crvd-U;N;8913;8949;ASL_2011_06_08_Brady30
Liz;"DCL:crvd-V""couch shaped object""";crvd-V;crvd-V;crvd-V;crvd-V;N;2690;2740;ASL_2008_02_2937
Brady;"DCL:crvd-V""couch shaped object""";crvd-V;crvd-V;crvd-V;crvd-V;N;6901;6925;ASL_2011_06_08_Brady19
Brady;"DCL:crvd-V""couch shaped object""";crvd-V;crvd-V;crvd-V;crvd-V;N;1400;1421;ASL_2011_07_19_Brady90
Liz;"DCL:crvd-V""couch shaped object""";crvd-B;crvd-B;crvd-B;crvd-B;N;220;251;ASL_2008_02_2938
Brady;"DCL:crvd-V""couch shaped object""";crvd-B;crvd-B;crvd-B;crvd-B;N;1700;1714;ASL_2011_07_19_Brady90
Liz;NEAT;X-over-thumb;;X-over-thumb;;N;390;426;ASL_2008_02_1516
Liz;NEAT;X;;X;;N;2490;2546;ASL_2010_08_10_Liz_additional_lexicon_signs26
Tyler;NEAT;X-over-thumb;;X-over-thumb;;N;3542;3562;ASL_2008_06_1023
Brady;NEAT;baby-O;;baby-O;;N;5202;5216;ASL_2011_06_08_Brady30
Liz;NERVY;crvd-U;;crvd-U;;N;640;685;ASL_2008_02_1517
Tyler;WILD_2;crvd-5;;S;;N;3390;3415;ASL_2008_05_12b8
Liz;CRAZY;1;;1;;N;2740;2795;ASL_2008_01_188
Tyler;CRAZY;1;;1;;N;1532;1576;ASL_2008_05_12b8
Naomi;CRAZY;1;;1;;N;3985;4022;ASL_2008_08_068
Brady;CRAZY;1;;1;;N;4150;4196;ASL_2011_06_08_Brady31
Lana;CRAZY;1;;1;;N;1295;1333;ASL_2006_10_106
Dana;CRAZY;5;;5;;N;1493;1564;ASL_2007_05_2410
Liz;RADIO;crvd-5;;crvd-5;;N;2296;2340;ASL_2008_01_188
Liz;RADIO;crvd-5;;crvd-5;;N;1655;1700;ASL_2008_02_295
Naomi;RADIO;crvd-5;;crvd-5;;N;3705;3721;ASL_2008_08_068
Brady;RADIO;crvd-5;;crvd-5;;N;742;785;ASL_2011_07_19_Brady50
Tyler;DENTIST;S;;S;;N;1660;1705;ASL_2008_05_12b14
Brady;DENTIST;S;;S;;N;532;562;ASL_2011_06_08_Brady33
Lana;(2h)alt.ANGRY;5-C-L;;5-C-L;;N;1089;1103;ASL_2006_10_1018
Liz;(2h)alt.ANGRY;5-C-L;5-C-L;5-C-L;5-C-L;N;380;425;ASL_2008_01_1110
Liz;(2h)alt.ANGRY;5-C-L;5-C-L;5-C-L;5-C-L;N;2326;2380;ASL_2010_08_10_Liz_additional_lexicon_signs8
Brady;(2h)alt.ANGRY;5-C-L;5-C-L;5-C-L;5-C-L;N;12376;12410;ASL_2011_06_08_Brady9
Brady;(2h)alt.ANGRY;5-C;5-C;5-C;5-C;N;952;994;ASL_2011_07_19_Brady50
Brady;FOUR-HOURS;4;B-L;4;B-L;N;4785;4814;ASL_2011_06_14_Brady22
Liz;FOUR_2+HOUR;4;B-L;1;B-L;N;4441;4514;ASL_2010_08_10_Liz_additional_lexicon_signs16
Liz;GAS/GAS-UP;10;S;10;S;N;3265;3350;ASL_2008_02_012
Liz;GAS/GAS-UP;10;S;10;S;N;1056;1111;ASL_2008_02_293
Tyler;GAS/GAS-UP;10;S;10;S;N;1840;1881;ASL_2008_05_29a34
Naomi;GAS/GAS-UP;10;S;10;S;N;3002;3029;ASL_2008_08_132
Brady;GAS/GAS-UP;10;full-M;10;full-M;N;8894;8921;ASL_2011_06_14_Brady24
Brady;GAS/GAS-UP;10;S;10;S;N;124;153;ASL_2011_07_19_Brady48
Lana;GAS/GAS-UP;10;S;10;S;N;2348;2360;ASL_2006_10_1011
Dana;GAS/GAS-UP;10;S;10;S;N;2278;2329;ASL_2007_05_2415
Liz;GET-TICKET;crvd-V;B-L;crvd-V;B-L;N;1985;2040;ASL_2008_02_013
Liz;GET-TICKET;crvd-V;B-L;crvd-V;B-L;N;775;817;ASL_2008_02_014
Liz;GET-TICKET;crvd-V;B-L;crvd-V;B-L;N;4020;4050;ASL_2008_03_2817
Tyler;GET-TICKET;crvd-V;B-L;crvd-V;B-L;N;480;505;ASL_2008_05_29a36
Naomi;GET-TICKET;crvd-V;B-L;crvd-V;B-L;N;2943;2970;ASL_2008_08_133
Naomi;GET-TICKET;crvd-V;B-L;crvd-V;B-L;N;980;1000;ASL_2008_08_134
Brady;GET-TICKET;crvd-V;B-L;crvd-V;B-L;N;2065;2088;ASL_2011_06_14_Brady25
Brady;GET-TICKET;crvd-V;B-L;crvd-V;B-L;N;3237;3261;ASL_2011_06_14_Brady25
Brady;GET-TICKET;crvd-V;B-L;crvd-V;B-L;N;3035;3071;ASL_2011_07_22_Brady5
Brady;GET-TICKET;crvd-V;B-L;crvd-V;B-L;N;1759;1792;ASL_2011_07_22_Brady43
Brady;GET-TICKET;crvd-V;B-L;crvd-V;B-L;N;1962;1988;ASL_2011_07_22_Brady43
Liz;LINE-UP;4;4;4;4;N;2505;2541;ASL_2008_02_0150
Tyler;LINE-UP;4;4;4;4;N;2137;2180;ASL_2008_06_102
Naomi;LINE-UP;4;4;4;4;N;1835;1860;ASL_2008_08_13_session25
Brady;LINE-UP;4;4;4;4;N;543;565;ASL_2011_06_14_Brady50
Brady;LINE-UP;4;4;4;4;N;1973;2006;ASL_2011_07_22_Brady46
Liz;TRAFFIC;5;5;5;5;N;651;690;ASL_2008_03_2822
Brady;TRAFFIC;5;5;5;5;N;146;192;ASL_2011_07_22_Brady10
Liz;GO-TO-IT;1;;1;;N;645;670;ASL_2008_02_018
Tyler;GO-TO-IT;1;;1;;N;276;306;ASL_2008_05_29a39
Naomi;GO-TO-IT;bent-1;;bent-1;;N;743;762;ASL_2008_08_137
Brady;GO-TO-IT;1;;1;;N;1610;1630;ASL_2011_06_14_Brady27
Brady;GO-TO-IT;1;;bent-1;;N;686;703;ASL_2011_07_22_Brady44
Brady;(M)ns-MEXICO;full-M;;full-M;;N;4304;4332;ASL_2011_06_14_Brady56
Liz;ns-nat-MEXICO;V/2;;V/2;;N;4410;4455;ASL_2008_02_153
Tyler;ns-nat-MEXICO;V/2;;V/2;;N;5089;5126;ASL_2008_06_1013
Brady;ns-nat-MEXICO;V/2;;V/2;;N;3827;3856;ASL_2011_06_14_Brady56
Liz;KETCHUP;C;;C;;N;2075;2130;ASL_2008_02_0139
Naomi;KETCHUP;C;;C;;N;1332;1368;ASL_2008_08_1333
Liz;(S)KETCHUP;5;S;5;S;N;600;665;ASL_2008_02_0140
Tyler;(S)KETCHUP;5;S;5;S;N;1555;1610;ASL_2008_05_29b13
Naomi;(S)KETCHUP;5;S;5;S;N;2112;2152;ASL_2008_08_1333
Brady;(S)KETCHUP;B-L;O;B-L;O;N;4195;4223;ASL_2011_06_14_Brady44
Naomi;CAT+fs-UP;open-F;;P/K;;N;1837;1870;ASL_2008_08_1333
Brady;CAT+fs-UP;F/9;;P/K;;N;2393;2414;ASL_2011_06_14_Brady44
Brady;CAT+fs-UP;open-F;;P/K;;N;3576;3601;ASL_2011_06_14_Brady44
Naomi;CAT+fs-UP;open-F;;1;;N;1590;1620;ASL_2008_08_1333
Tyler;LATER;L;B-L;alt-G;B-L;N;1480;1513;ASL_2008_05_29b17
Brady;LATER;L;B-L;L;B-L;N;1533;1543;ASL_2011_06_14_Brady47
Liz;GUILTY;G/Q;;G/Q;;N;1541;1590;ASL_2008_01_1119
Liz;GUILTY;G/Q;;G/Q;;N;1737;1790;ASL_2008_02_0113
Tyler;GUILTY;G/Q;;G/Q;;N;1330;1415;ASL_2008_05_12a13
Tyler;GUILTY;G/Q;;G/Q;;N;1765;1815;ASL_2008_05_29a43
Naomi;GUILTY;G/Q;;G/Q;;N;1698;1738;ASL_2008_08_0413
Naomi;GUILTY;G/Q;;G/Q;;N;1972;1991;ASL_2008_08_1311
Brady;GUILTY;G/Q;;G/Q;;N;9537;9574;ASL_2011_06_08_Brady12
Brady;GUILTY;G/Q;;G/Q;;N;7465;7514;ASL_2011_06_14_Brady29
Liz;IRON-CLOTHES;S;B-L;S;B-L;N;3080;3145;ASL_2008_02_0135
Tyler;IRON-CLOTHES;S;B-L;S;B-L;N;3312;3346;ASL_2008_05_29b9
Naomi;IRON-CLOTHES;A;B-L;A;B-L;N;1907;1965;ASL_2008_08_1329
Brady;IRON-CLOTHES;S;B-L;S;B-L;N;800;827;ASL_2011_06_14_Brady42
Brady;IRON-CLOTHES;A;B-L;A;B-L;N;3368;3416;ASL_2011_07_22_Brady45
Brady;IRON-CLOTHES;Y;B-L;Y;B-L;N;3092;3161;ASL_2011_07_22_Brady45
Naomi;(I)IRON-METAL;I;S;I;S;N;1618;1662;ASL_2008_08_1329
Liz;JACK-O-LANTERN;crvd-L;crvd-L;crvd-L;crvd-L;N;425;485;ASL_2010_08_10_Liz_additional_lexicon_signs20
Tyler;JACK-O-LANTERN;crvd-B;crvd-B;crvd-B;crvd-B;N;521;572;ASL_2008_05_29a45
Liz;BETWEEN/SHARE;B-L;B-L;B-L;B-L;N;1570;1605;ASL_2008_01_1126
Tyler;BETWEEN/SHARE;B-L;B-L;B-L;B-L;N;1810;1850;ASL_2008_05_12a26
Brady;BETWEEN/SHARE;B-L;B-L;B-L;B-L;N;3188;3218;ASL_2011_06_08_Brady14
Liz;AVERAGE;B-L;B-L;B-L;B-L;N;825;895;ASL_2008_02_152
Naomi;AVERAGE;B-L;B-L;B-L;B-L;N;2375;2393;ASL_2008_08_0417
Naomi;AVERAGE;B-L;B-L;B-L;B-L;N;1840;1885;ASL_2008_08_0427
Brady;AVERAGE;B-L;B-L;B-L;B-L;N;9275;9310;ASL_2011_06_08_Brady19
Brady;AVERAGE;B-L;B-L;B-L;B-L;N;7179;7227;ASL_2011_06_14_Brady55
Tyler;AVERAGE;B-L;B-L;B-L;B-L;N;2880;2950;ASL_2008_05_12a17
Tyler;HEART-BEAT;S;B-L;S;B-L;N;1315;1376;ASL_2008_05_29a48
Brady;HEART-BEAT;S;B-L;S;B-L;N;1305;1366;ASL_2011_06_14_Brady33
Liz;HEART+HEART-BEAT;25;;S;B-L;N;1622;1691;ASL_2008_02_0120
Naomi;HEART+HEART-BEAT;25;B-L;A;B-L;N;3579;3666;ASL_2008_08_1316
Brady;HEART+HEART-BEAT;25;;S;B-L;N;1026;1076;ASL_2011_06_14_Brady33
Liz;HEART+HEART-BEAT;25;;S;;N;1892;1963;ASL_2008_02_0120
Brady;HEART+HEART-BEAT;25;;A;;N;1629;1696;ASL_2011_06_14_Brady33
Brady;(M)MODEL;M;B-L;M;B-L;N;3815;3842;ASL_2011_07_19_Brady4
Brady;NUN;bent-U;bent-U;U/H;U/H;N;1048;1079;ASL_2011_07_19_Brady17
Brady;NUN;bent-U;bent-U;U/H;U/H;N;2725;2753;ASL_2011_07_22_Brady48
Liz;MUSLIM;bent-M;bent-M;bent-M;bent-M;N;315;360;ASL_2008_02_1522
Liz;PARK;3;B-L;3;B-L;N;1385;1432;ASL_2008_02_1531
Brady;PARK;3;B-L;3;B-L;N;2607;2627;ASL_2011_07_19_Brady26
Brady;PARK;3;B-L;3;B-L;N;169;213;ASL_2011_07_22_Brady49
Liz;PARLIAMENT;P/K;S;P/K;S;Y;1645;1701;ASL_2008_02_1531
Brady;PARLIAMENT;P/K;S;P/K;S;N;3324;3348;ASL_2011_07_19_Brady26
Brady;PARLIAMENT;P/K;S;P/K;S;N;395;419;ASL_2011_07_22_Brady49
Brady;PITCH-A-BALL;3;;3;;N;980;1031;ASL_2011_07_19_Brady34
Brady;PITCH-A-BALL;3;;3;;N;1680;1720;ASL_2011_07_22_Brady49
Liz;ns-PITTSBURGH;F/9;;F/9;;N;3067;3130;ASL_2008_02_1540
Brady;ns-PITTSBURGH;F/9;;F/9;;N;2357;2384;ASL_2011_07_22_Brady49
Brady;ns-MAINE;F/9;;F/9;;N;2079;2107;ASL_2011_07_19_Brady34
Brady;ns-PINOCCHIO;F/9;F/9;F/9;F/9;N;5279;5306;ASL_2011_07_19_Brady33
Liz;MARIONETTE;open-F;open-F;F/9;F/9;N;2413;2483;ASL_2008_02_1552
Brady;MARIONETTE;open-F;open-F;F/9;F/9;N;2129;2166;ASL_2011_07_19_Brady47
Brady;MARIONETTE;F/9;F/9;F/9;F/9;N;1672;1724;ASL_2011_07_22_Brady50
Liz;BIKE-PUMP;S;S;S;S;N;716;780;ASL_2008_02_1552
Brady;BIKE-PUMP;S;S;S;S;N;134;186;ASL_2011_07_19_Brady47
Brady;BIKE-PUMP;S;S;S;S;N;1026;1092;ASL_2011_07_22_Brady50
Brady;SIX-HOURS;6;B-L;6;B-L;N;542;573;ASL_2011_07_19_Brady85
Liz;SIX+HOUR;6;B-L;1;B-L;N;4809;4880;ASL_2010_08_10_Liz_additional_lexicon_signs16
Liz;ns-QUEBEC;G/Q;;G/Q;;N;1076;1125;ASL_2010_08_10_Liz_additional_lexicon_signs13
Brady;ns-QUEBEC;G/Q;;G/Q;;N;2791;2826;ASL_2011_07_19_Brady48
Liz;SMOKE;V/2;;V/2;;N;1095;1150;ASL_2008_02_2936
Brady;SMOKE;V/2;;V/2;;N;1459;1491;ASL_2011_07_19_Brady88
Brady;SMOKE;U/H;;U/H;;N;1956;2001;ASL_2011_07_22_Brady53
Lana;SMOKE;P/K;;P/K;;N;2193;2217;ASL_2006_10_1024
Dana;SMOKE;P/K;;P/K;;N;2253;2299;ASL_2007_05_2426
Liz;SCREAM;5-C-L;5-C-L;5-C-L;5-C-L;N;2605;2641;ASL_2008_02_2924
Brady;SCREAM;crvd-5;crvd-5;crvd-5;crvd-5;N;2219;2245;ASL_2011_07_19_Brady74
Lana;(1h)SCREAM;5-C;;5-C;;N;2276;2287;ASL_2006_10_1025
Liz;SCOLD;1;;1;;N;3483;3532;ASL_2008_02_2923
Brady;SCOLD;1;;1;;N;519;555;ASL_2011_07_19_Brady74
Brady;SCOLD;1;;1;;N;2621;2665;ASL_2011_07_22_Brady51
Liz;SHIP;3;B-L;3;B-L;N;1368;1434;ASL_2008_02_2929
Brady;SHIP;3;B-L;3;B-L;N;2090;2134;ASL_2011_07_19_Brady80
Liz;TEASE;X;X;X;X;N;1956;1999;ASL_2008_03_286
Brady;TEASE;X;X;X;X;N;2404;2445;ASL_2011_07_19_Brady110
Brady;TEASE;X;X;X;X;N;121;166;ASL_2011_07_22_Brady55
Liz;RUIN;X;X;X;X;N;3137;3165;ASL_2008_02_2919
Brady;RUIN;X;X;X;X;N;2428;2442;ASL_2011_07_19_Brady69
Liz;TORTURE;X;X;X;X;N;560;667;ASL_2008_03_2821
Brady;TORTURE;X;X;X;X;N;3455;3493;ASL_2011_07_22_Brady8
Brady;TORTURE;X;X;X;X;N;200;278;ASL_2011_07_22_Brady9
Brady;SEVEN-HOURS;7;5;7;5;N;239;271;ASL_2011_07_19_Brady78
Liz;SEVEN+HOUR;7;B-L;1;B-L;N;5022;5080;ASL_2010_08_10_Liz_additional_lexicon_signs16
Liz;SHAKE-BY-HANDS;crvd-5;crvd-5;crvd-5;crvd-5;N;1240;1325;ASL_2008_02_2928
Brady;SHAKE-BY-HANDS;C;C;C;C;N;2170;2214;ASL_2011_07_19_Brady79
Brady;SHAKE-BY-HANDS;crvd-5;crvd-5;crvd-5;crvd-5;N;2935;2970;ASL_2011_07_19_Brady79
Liz;STRANGLE;crvd-5;crvd-5;crvd-5;crvd-5;N;990;1045;ASL_2008_02_2928
Brady;STRANGLE;C;C;C;C;N;678;705;ASL_2011_07_19_Brady79
Liz;STRAW;F/9;F/9;F/9;F/9;N;2700;2760;ASL_2008_02_2948
Liz;STRAW;F/9;F/9;F/9;F/9;N;2750;2797;ASL_2008_03_2829
Brady;STRAW;F/9;F/9;F/9;F/9;N;1231;1263;ASL_2011_07_19_Brady100
Brady;STRAW;G/Q;G/Q;G/Q;G/Q;N;865;900;ASL_2011_07_22_Brady18
Brady;STRAW;flat-G;flat-G;flat-G;flat-G;N;1591;1626;ASL_2011_07_22_Brady54
Liz;LOLLIPOP;X-over-thumb;;X-over-thumb;;N;3115;3165;ASL_2008_02_2951
Brady;LOLLIPOP;X-over-thumb;;X-over-thumb;;N;1847;1885;ASL_2011_07_19_Brady103
Brady;LOLLIPOP;X-over-thumb;;X-over-thumb;;N;2377;2422;ASL_2011_07_22_Brady54
Liz;SUCCEED;1;1;1;1;N;2705;2750;ASL_2008_02_2951
Brady;SUCCEED;1;1;1;1;N;1537;1566;ASL_2011_07_19_Brady103
Brady;SUCCEED;1;1;1;1;N;2112;2145;ASL_2011_07_22_Brady54
Liz;FINALLY;1;1;1;1;N;1401;1425;ASL_2008_01_1841
Liz;FINALLY;1;1;1;1;N;128;188;ASL_2010_08_10_Liz_additional_lexicon_signs24
Tyler;FINALLY;1;1;1;1;N;1081;1105;ASL_2008_05_29a21
Naomi;FINALLY;1;1;1;1;N;985;1005;ASL_2008_08_0641
Brady;FINALLY;1;1;1;1;N;10795;10818;ASL_2011_06_08_Brady13
Brady;FINALLY;1;1;1;1;N;1944;1959;ASL_2011_06_14_Brady18
Lana;FINALLY;1;1;1;1;N;2287;2301;ASL_2006_10_109
Liz;FAMOUS;1;1;1;1;N;1095;1135;ASL_2008_01_1838
Tyler;FAMOUS;1;1;1;1;N;2102;2142;ASL_2008_05_29a18
Naomi;FAMOUS;1;1;1;1;N;775;805;ASL_2008_08_0638
Brady;FAMOUS;1;1;1;1;N;688;721;ASL_2011_06_14_Brady16
Tyler;ANNOUNCE;1;1;1;1;N;2211;2240;ASL_2008_05_12a11
Naomi;ANNOUNCE;1;1;1;1;N;2610;2642;ASL_2008_08_0410
Liz;ANNOUNCE;1;1;1;1;N;320;350;ASL_2008_01_1115
Brady;ANNOUNCE;1;1;1;1;N;180;197;ASL_2011_06_08_Brady12
Liz;TELL:i;cocked-S;;1;;N;987;1010;ASL_2008_03_287
Brady;TELL:i;1;;1;;N;1562;1576;ASL_2011_07_19_Brady111
Lana;TELL:i;1;;1;;N;3010;3051;ASL_2006_01_2022
Liz;TELL:i;1;;1;;N;705;740;ASL_2008_03_287
Brady;TELL:i;1;;1;;N;1361;1378;ASL_2011_07_19_Brady111
Liz;THANKSGIVING;3;;flat-O/2;;N;2770;2807;ASL_2008_03_288
Brady;THANKSGIVING;3;;flat-O/2;;N;431;462;ASL_2011_07_19_Brady113
Liz;(G)THANKSGIVING;G/Q;;G/Q;;N;121;175;ASL_2008_03_289
Liz;THIEF;bent-U;;bent-U;;N;170;215;ASL_2010_08_10_Liz_additional_lexicon_signs11
Brady;THIEF;bent-U;;bent-U;;N;1494;1605;ASL_2011_07_19_Brady113
Liz;THING;B-L;;B-L;;N;6290;6336;ASL_2008_03_2810
Brady;THING;B-L;;B-L;;N;107;133;ASL_2011_07_19_Brady115
Liz;THING;B-L;B-L;B-L;B-L;N;6020;6056;ASL_2008_03_2810
Brady;THING;B-L;B-L;B-L;B-L;N;3449;3478;ASL_2011_07_19_Brady114
Liz;THINK;1;;1;;N;105;150;ASL_2008_03_2811
Liz;THINK;1;;1;;N;1575;1610;ASL_2008_03_2815
Brady;THINK;1;;1;;N;379;407;ASL_2011_07_19_Brady115
Brady;THINK;1;;1;;N;1272;1302;ASL_2011_07_19_Brady116
Liz;THINK-ABOUT;1;;1;;N;320;373;ASL_2008_03_2811
Liz;WONDER;1;;1;;N;530;595;ASL_2008_03_2844
Brady;WONDER;1;;1;;N;1122;1165;ASL_2011_07_22_Brady32
Lana;WONDER;1;;1;;N;1647;1696;ASL_2006_10_1025
Dana;WONDER;1;;1;;N;1572;1634;ASL_2007_05_2427
Liz;THINK-OVER;1;1;1;1;N;2305;2350;ASL_2008_01_183
